time,T,H,L
23:07:01.697578,23.4,41.0,607.0
23:07:14.069995,23.4,41.0,606.0
23:07:26.443028,23.4,41.0,605.0
23:07:38.820233,23.4,41.0,607.0
23:07:51.235283,23.4,41.0,608.0
23:08:03.569532,23.5,41.0,612.0
23:08:15.940061,23.4,41.0,605.0
23:08:28.283816,23.4,41.0,612.0
23:08:40.621542,23.4,41.0,613.0
23:08:52.952550,23.4,41.0,607.0
23:09:05.332427,23.4,41.0,604.0
23:09:17.677533,23.5,41.0,606.0
23:09:30.099235,23.4,41.0,605.0
23:09:42.477578,23.4,41.0,611.0
23:09:54.858710,23.4,41.0,610.0
23:10:07.235032,23.5,41.0,617.0
23:10:19.573585,23.4,41.0,606.0
23:10:31.922196,23.4,41.0,609.0
23:10:44.261564,23.5,41.0,616.0
23:10:56.606886,23.4,41.0,612.0
23:11:08.997754,23.5,41.0,607.0
23:11:21.366906,23.4,41.0,605.0
23:11:33.705542,23.4,41.0,614.0
23:11:46.077526,23.4,41.0,609.0
23:11:58.414446,23.4,41.0,609.0
23:12:10.756788,23.5,41.0,606.0
23:12:23.129264,23.4,41.0,610.0
23:12:35.506545,23.4,41.0,606.0
23:12:47.856484,23.4,41.0,611.0
23:13:00.203083,23.5,41.0,610.0
23:13:12.588185,23.4,41.0,611.0
23:13:24.931510,23.5,41.0,608.0
23:13:37.274795,23.4,40.0,607.0
23:13:49.625166,23.4,41.0,605.0
23:14:01.997530,23.5,40.0,604.0
23:14:14.384461,23.5,41.0,608.0
23:14:26.737499,23.5,41.0,605.0
23:14:39.119186,23.5,41.0,612.0
23:14:51.464927,23.4,41.0,606.0
23:15:03.814743,23.4,41.0,616.0
23:15:16.157566,23.4,41.0,615.0
23:15:28.497568,23.5,41.0,605.0
23:15:40.881279,23.5,41.0,606.0
23:15:53.272545,23.5,41.0,606.0
23:16:05.619384,23.5,41.0,615.0
23:16:18.001218,23.4,41.0,615.0
23:16:30.347093,23.5,41.0,607.0
23:16:42.699636,23.5,41.0,617.0
23:16:55.081562,23.5,41.0,617.0
23:17:07.436448,23.5,41.0,616.0
23:17:19.867160,23.5,41.0,614.0
23:17:32.215163,23.4,41.0,607.0
23:17:44.567881,23.5,41.0,606.0
23:17:56.920573,23.4,41.0,615.0
23:18:09.310680,23.5,41.0,612.0
23:18:21.667367,23.5,41.0,611.0
23:18:34.014971,23.5,41.0,616.0
23:18:46.365736,23.4,41.0,617.0
23:18:58.765105,23.5,41.0,611.0
23:19:11.115959,23.5,41.0,610.0
23:19:23.469574,23.5,41.0,607.0
23:19:36.442070,23.5,41.0,611.0
23:19:48.790093,23.5,41.0,615.0
23:20:01.140897,23.5,41.0,608.0
23:20:13.491121,23.4,41.0,609.0
23:20:25.884715,23.5,41.0,617.0
23:20:38.237799,23.5,41.0,613.0
23:20:50.632956,23.5,41.0,611.0
23:21:03.020570,23.5,41.0,612.0
23:21:15.377692,23.5,41.0,611.0
23:21:27.732292,23.5,41.0,616.0
23:21:40.085890,23.5,41.0,617.0
23:21:52.484727,23.5,41.0,623.0
23:22:04.839655,23.5,41.0,614.0
23:22:17.196950,23.5,41.0,617.0
23:22:29.550207,23.5,41.0,615.0
23:22:41.901407,23.5,42.0,616.0
23:22:54.241891,23.5,42.0,612.0
23:23:06.583627,23.5,42.0,618.0
23:23:18.925803,23.5,42.0,609.0
23:23:31.320973,23.5,42.0,611.0
23:23:43.704683,23.5,41.0,615.0
23:23:56.053379,23.6,42.0,616.0
23:24:08.406728,23.5,43.0,614.0
23:24:20.750730,23.5,43.0,615.0
23:24:33.100942,23.5,43.0,610.0
23:24:45.455553,23.6,43.0,615.0
23:24:57.848591,23.5,43.0,608.0
23:25:10.200432,23.6,43.0,610.0
23:25:22.583894,23.6,42.0,609.0
23:25:34.933835,23.6,42.0,614.0
23:25:47.284161,23.6,42.0,615.0
23:25:59.633356,23.5,42.0,608.0
23:26:11.980033,23.7,42.0,608.0
23:26:24.335006,23.6,42.0,615.0
23:26:36.731954,23.6,42.0,619.0
23:26:49.084950,23.6,42.0,613.0
23:27:01.440796,23.6,42.0,615.0
23:27:13.792492,23.6,42.0,609.0
23:27:26.152987,23.5,42.0,619.0
23:27:38.500973,23.6,43.0,610.0
23:27:50.856810,23.6,43.0,613.0
23:28:03.250139,23.5,43.0,609.0
23:28:15.643125,23.6,43.0,609.0
23:28:27.988868,23.6,43.0,612.0
23:28:40.347640,23.6,43.0,612.0
23:28:52.697832,23.6,43.0,618.0
23:29:05.049769,23.6,43.0,610.0
23:29:17.399630,23.6,43.0,610.0
23:29:29.798727,23.6,44.0,610.0
23:29:42.152983,23.6,44.0,610.0
23:29:54.512367,23.6,43.0,618.0
23:30:06.864930,23.6,43.0,621.0
23:30:19.224876,23.6,43.0,620.0
23:30:31.587745,23.5,43.0,617.0
23:30:43.942643,23.6,43.0,618.0
23:30:56.293519,23.6,43.0,617.0
23:31:08.729354,23.6,43.0,622.0
23:31:21.064884,23.6,43.0,616.0
23:31:33.409216,23.6,43.0,617.0
23:31:45.782262,23.6,43.0,617.0
23:31:58.132834,23.6,43.0,611.0
23:32:10.465752,23.6,43.0,611.0
23:32:22.808740,23.6,43.0,610.0
23:32:35.195625,23.6,43.0,611.0
23:32:47.560873,23.6,43.0,613.0
23:32:59.898853,23.6,43.0,622.0
23:33:12.241055,23.6,43.0,613.0
23:33:24.612956,23.6,43.0,616.0
23:33:36.954755,23.6,43.0,608.0
23:33:49.294194,23.5,43.0,615.0
23:34:01.652315,23.6,43.0,619.0
23:34:14.044914,23.6,43.0,616.0
23:34:26.424293,23.6,43.0,620.0
23:34:38.800941,23.6,43.0,612.0
23:34:51.180289,23.6,43.0,610.0
23:35:03.522880,23.5,43.0,619.0
23:35:15.860722,23.6,43.0,610.0
23:35:28.200867,23.6,43.0,609.0
23:35:40.573472,23.7,43.0,612.0
23:35:52.957636,23.6,43.0,619.0
23:36:05.299688,23.6,43.0,621.0
23:36:17.673122,23.6,43.0,620.0
23:36:30.013673,23.6,43.0,618.0
23:36:42.344961,23.6,43.0,610.0
23:36:54.720972,23.6,43.0,615.0
23:37:07.097016,23.6,43.0,614.0
23:37:19.436111,23.6,43.0,611.0
23:37:31.816051,23.6,43.0,613.0
23:37:44.162832,23.6,43.0,610.0
23:37:56.508741,23.6,43.0,611.0
23:38:08.883674,23.6,43.0,613.0
23:38:21.233091,23.6,43.0,618.0
23:38:33.611559,23.6,43.0,628.0
23:38:45.955039,23.6,43.0,625.0
23:38:58.301139,23.6,43.0,626.0
23:39:10.720816,23.6,43.0,619.0
23:39:23.064432,23.6,43.0,617.0
23:39:35.449331,23.6,43.0,610.0
23:39:47.786435,23.6,43.0,617.0
23:40:00.130494,23.6,43.0,611.0
23:40:12.483275,23.6,43.0,612.0
23:40:24.821973,23.6,44.0,611.0
23:40:37.210373,23.6,43.0,613.0
23:40:49.589208,23.6,43.0,617.0
23:41:01.933216,23.6,43.0,621.0
23:41:14.275120,23.6,43.0,615.0
23:41:26.654908,23.6,43.0,614.0
23:41:38.995244,23.6,43.0,610.0
23:41:51.332981,23.6,43.0,612.0
23:42:03.669329,23.6,43.0,622.0
23:42:16.061231,23.6,42.0,620.0
23:42:28.399667,23.6,43.0,615.0
23:42:40.744406,23.6,42.0,616.0
23:42:53.090766,23.7,42.0,613.0
23:43:05.436979,23.7,43.0,633.0
23:43:17.780460,23.7,43.0,632.0
23:43:30.124280,23.6,43.0,626.0
23:43:42.506242,23.6,43.0,631.0
23:43:54.892171,23.6,43.0,640.0
23:44:07.246447,23.6,43.0,642.0
23:44:19.637673,23.6,43.0,674.0
23:44:31.988993,23.7,43.0,630.0
23:44:44.413415,23.7,43.0,629.0
23:44:56.777259,23.7,43.0,625.0
23:45:09.197470,23.7,43.0,637.0
23:45:21.556839,23.7,43.0,632.0
23:45:33.960865,23.7,43.0,635.0
23:45:46.330570,23.7,43.0,629.0
23:45:58.756972,23.7,43.0,626.0
23:46:11.120818,23.7,43.0,635.0
23:46:23.500054,23.7,43.0,635.0
23:46:35.860846,23.7,44.0,629.0
23:46:48.225010,23.7,43.0,629.0
23:47:00.577761,23.7,43.0,623.0
23:47:13.021129,23.7,42.0,631.0
23:47:25.360920,23.7,42.0,635.0
23:47:37.748891,23.8,42.0,624.0
23:47:50.120909,23.7,42.0,624.0
23:48:02.508798,23.7,42.0,632.0
23:48:14.870554,23.7,42.0,634.0
23:48:27.220941,23.7,42.0,636.0
23:48:39.652964,23.7,42.0,634.0
23:48:52.000973,23.8,42.0,626.0
23:49:04.388961,23.7,42.0,628.0
23:49:16.784332,23.7,42.0,633.0
23:49:29.151574,23.7,42.0,626.0
23:49:41.508993,23.7,42.0,636.0
23:49:53.890498,23.7,42.0,635.0
23:50:06.273009,23.7,42.0,627.0
23:50:18.700391,23.7,42.0,630.0
23:50:31.046621,23.7,42.0,629.0
23:50:43.432833,23.8,41.0,627.0
23:50:55.824937,23.7,42.0,633.0
23:51:08.169004,23.7,42.0,635.0
23:51:20.512980,23.7,42.0,633.0
23:51:32.860981,23.7,42.0,632.0
23:51:45.264919,23.7,42.0,633.0
23:51:57.654481,23.8,42.0,631.0
23:52:10.008843,23.7,42.0,627.0
23:52:22.420867,23.7,42.0,631.0
23:52:34.800797,23.7,42.0,629.0
23:52:47.196883,23.7,41.0,632.0
23:52:59.572949,23.7,41.0,626.0
23:53:11.958259,23.8,41.0,628.0
23:53:24.360849,23.7,41.0,633.0
23:53:36.714940,23.8,41.0,630.0
23:53:49.098118,23.7,41.0,620.0
23:54:01.447442,23.7,41.0,634.0
23:54:13.798724,23.8,41.0,635.0
23:54:26.172248,23.8,41.0,627.0
23:54:38.521987,23.7,41.0,635.0
23:54:50.909262,23.7,41.0,633.0
23:55:03.320805,23.8,41.0,631.0
23:55:15.728919,23.8,41.0,627.0
23:55:28.100882,23.8,41.0,627.0
23:55:40.452988,23.8,40.0,634.0
23:55:52.832800,23.8,40.0,632.0
23:56:05.212926,23.9,40.0,634.0
23:56:17.608911,23.8,40.0,634.0
23:56:30.008941,23.8,40.0,634.0
23:56:42.408945,23.9,40.0,632.0
23:56:54.757528,23.8,40.0,626.0
23:57:07.114843,23.8,40.0,633.0
23:57:19.500909,23.9,40.0,623.0
23:57:31.896966,23.8,40.0,631.0
23:57:44.302202,23.8,41.0,629.0
23:57:56.742537,23.8,40.0,630.0
23:58:09.111950,23.9,40.0,639.0
23:58:21.485370,23.8,40.0,633.0
23:58:33.844909,23.8,40.0,625.0
23:58:46.244981,23.9,40.0,635.0
23:58:58.614601,23.8,40.0,630.0
23:59:10.997076,23.8,40.0,623.0
23:59:23.388978,23.8,40.0,633.0
23:59:35.828817,23.8,40.0,623.0
23:59:48.220799,23.8,40.0,625.0
00:00:00.604792,23.8,40.0,633.0
00:00:12.971522,23.8,40.0,630.0
00:00:25.349511,23.8,40.0,629.0
00:00:37.704272,23.9,40.0,632.0
00:00:50.100933,23.8,40.0,637.0
00:01:02.525068,23.8,40.0,637.0
00:01:14.920977,23.8,40.0,637.0
00:01:27.320879,23.8,40.0,639.0
00:01:39.692945,23.8,40.0,630.0
00:01:52.062422,23.9,40.0,628.0
00:02:04.453498,23.9,40.0,636.0
00:02:16.856802,23.9,40.0,630.0
00:02:29.219379,23.8,40.0,630.0
00:02:41.666505,23.9,40.0,633.0
00:02:54.037000,23.8,40.0,638.0
00:03:06.400974,23.8,39.0,625.0
00:03:18.772941,23.9,39.0,637.0
00:03:31.162751,23.8,39.0,628.0
00:03:43.571574,23.8,39.0,627.0
00:03:55.960984,23.9,41.0,634.0
00:04:08.404868,23.8,40.0,628.0
00:04:20.776984,23.9,40.0,627.0
00:04:33.160965,23.9,40.0,637.0
00:04:45.616850,23.9,40.0,629.0
00:04:58.012963,23.8,40.0,629.0
00:05:10.376867,23.9,40.0,627.0
00:05:22.760888,23.9,39.0,631.0
00:05:35.208036,23.8,40.0,628.0
00:05:47.608911,23.9,41.0,632.0
00:06:00.006589,23.8,40.0,636.0
00:06:12.404971,23.9,40.0,631.0
00:06:24.764948,23.9,40.0,630.0
00:06:37.160813,23.9,41.0,630.0
00:06:49.556889,23.9,40.0,632.0
00:07:01.940864,23.9,39.0,628.0
00:07:14.364947,23.9,39.0,626.0
00:07:26.730834,23.9,40.0,623.0
00:07:39.104911,23.9,40.0,628.0
00:07:51.496968,23.9,39.0,633.0
00:08:03.860911,23.9,39.0,632.0
00:08:16.216813,23.9,39.0,639.0
00:08:28.608937,23.9,39.0,637.0
00:08:41.020905,23.9,41.0,636.0
00:08:53.380899,23.9,43.0,633.0
00:09:05.788951,23.9,40.0,626.0
00:09:18.195537,23.9,40.0,629.0
00:09:30.596981,23.9,40.0,630.0
00:09:42.971223,23.9,39.0,631.0
00:09:55.352911,23.9,39.0,640.0
00:10:07.808351,23.9,39.0,630.0
00:10:20.212956,23.9,39.0,635.0
00:10:32.584938,23.9,39.0,631.0
00:10:44.953307,23.9,38.0,630.0
00:10:57.322464,23.9,39.0,623.0
00:11:09.716840,23.9,39.0,624.0
00:11:22.068910,23.9,38.0,630.0
00:11:34.464829,23.9,38.0,627.0
00:11:46.908285,23.9,39.0,625.0
00:11:59.302563,23.9,39.0,629.0
00:12:11.657489,23.9,39.0,622.0
00:12:24.052942,23.9,39.0,627.0
00:12:36.424976,23.9,39.0,625.0
00:12:48.781003,23.9,39.0,632.0
00:13:01.176882,23.9,39.0,628.0
00:13:13.625713,23.9,38.0,630.0
00:13:25.996983,23.9,38.0,623.0
00:13:38.351939,23.9,38.0,624.0
00:13:50.719934,23.9,38.0,627.0
00:14:03.076911,23.9,38.0,632.0
00:14:15.476987,23.9,38.0,624.0
00:14:27.867195,23.9,38.0,624.0
00:14:40.248047,23.9,39.0,621.0
00:14:52.666529,23.9,38.0,625.0
00:15:05.044830,23.9,38.0,623.0
00:15:17.428132,23.9,38.0,624.0
00:15:29.775783,23.9,38.0,621.0
00:15:42.128875,23.9,38.0,619.0
00:15:54.504951,23.9,38.0,618.0
00:16:06.882062,23.9,38.0,620.0
00:16:19.252944,23.9,38.0,616.0
00:16:31.634381,23.9,40.0,620.0
00:16:43.980952,23.9,39.0,623.0
00:16:56.356966,23.9,38.0,626.0
00:17:08.720908,23.9,38.0,621.0
00:17:21.068813,23.9,38.0,627.0
00:17:33.412926,23.9,38.0,626.0
00:17:45.800968,23.8,39.0,627.0
00:17:58.148962,23.9,38.0,621.0
00:18:10.572961,23.9,38.0,622.0
00:18:22.931888,23.9,38.0,621.0
00:18:35.288946,23.9,38.0,624.0
00:18:47.664808,23.9,38.0,614.0
00:19:00.049009,23.9,38.0,624.0
00:19:12.408948,23.9,38.0,626.0
00:19:24.788957,23.8,38.0,630.0
00:19:37.236843,23.9,38.0,627.0
00:19:49.612958,23.9,38.0,630.0
00:20:02.004865,23.9,38.0,629.0
00:20:14.384957,23.9,38.0,623.0
00:20:26.770322,23.9,38.0,629.0
00:20:39.127449,23.9,38.0,631.0
00:20:51.472799,23.9,41.0,620.0
00:21:03.836049,23.9,39.0,624.0
00:21:16.261000,23.9,38.0,627.0
00:21:28.624939,23.9,38.0,633.0
00:21:41.010693,23.9,38.0,622.0
00:21:53.360973,23.9,38.0,630.0
00:22:05.699265,23.9,38.0,626.0
00:22:18.058636,23.9,38.0,621.0
00:22:30.432942,23.9,38.0,622.0
00:22:42.812930,23.9,39.0,622.0
00:22:55.204116,23.9,38.0,624.0
00:23:07.589047,23.9,41.0,629.0
00:23:19.938672,23.9,39.0,625.0
00:23:32.307142,23.9,38.0,634.0
00:23:44.694021,23.9,38.0,637.0
00:23:57.088903,23.9,38.0,631.0
00:24:09.508938,23.9,38.0,622.0
00:24:21.890610,23.9,38.0,629.0
00:24:34.297008,23.9,38.0,622.0
00:24:46.640921,23.9,38.0,635.0
00:24:59.026648,23.9,38.0,625.0
00:25:11.431007,23.9,38.0,634.0
00:25:23.780988,23.9,38.0,633.0
00:25:36.142168,23.9,38.0,637.0
00:25:48.532526,23.9,38.0,622.0
00:26:00.903183,23.9,38.0,621.0
00:26:13.316945,23.9,38.0,628.0
00:26:25.666039,23.9,38.0,620.0
00:26:38.020210,23.9,38.0,627.0
00:26:50.360976,23.9,38.0,621.0
00:27:02.704202,23.9,38.0,622.0
00:27:15.052494,23.9,38.0,621.0
00:27:27.399460,23.9,39.0,651.0
00:27:39.841210,23.9,38.0,628.0
00:27:52.248881,23.9,40.0,630.0
00:28:04.617679,23.9,38.0,627.0
00:28:16.993641,23.9,38.0,626.0
00:28:29.336653,23.9,39.0,634.0
00:28:41.695593,24.0,40.0,623.0
00:28:54.060079,24.0,38.0,623.0
00:29:06.440956,24.1,39.0,623.0
00:29:18.887108,24.0,40.0,627.0
00:29:31.243834,24.0,41.0,633.0
00:29:43.588954,24.0,41.0,624.0
00:29:55.939002,24.1,41.0,626.0
00:30:08.324458,24.1,38.0,627.0
00:30:20.696854,24.1,40.0,627.0
00:30:33.044980,24.1,38.0,629.0
00:30:45.414582,24.1,38.0,626.0
00:30:57.830786,24.1,37.0,627.0
00:31:10.184803,24.1,37.0,631.0
00:31:22.560988,24.1,37.0,628.0
00:31:34.944850,24.1,37.0,631.0
00:31:47.328948,24.1,37.0,628.0
