time,T,H,L
21:54:34.015479,22.4,47.0,1017.0
21:54:46.804025,22.4,47.0,1020.0
21:54:59.478909,22.4,47.0,1021.0
21:55:12.207980,22.4,47.0,1022.0
21:55:24.920031,22.4,47.0,1021.0
21:55:37.621662,22.4,47.0,1021.0
21:55:51.124007,22.4,48.0,1021.0
21:56:03.957558,22.4,48.0,1021.0
21:56:16.711366,22.4,48.0,1017.0
21:56:29.524855,22.4,47.0,1021.0
21:56:42.231645,22.4,47.0,1021.0
21:56:54.964704,22.4,47.0,1021.0
21:57:07.650531,22.4,47.0,1020.0
21:57:20.545742,22.4,47.0,1020.0
21:57:33.273680,22.4,47.0,1016.0
21:57:45.961025,22.4,47.0,1021.0
21:57:58.776007,22.4,47.0,1017.0
21:58:11.488510,22.4,47.0,1021.0
21:58:24.195300,22.4,46.0,1022.0
21:58:36.867144,22.4,46.0,1020.0
21:58:49.656056,22.4,46.0,1020.0
21:59:02.378288,22.4,46.0,1021.0
21:59:15.089569,22.4,47.0,1020.0
